Service Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Synthes Screw Cort 204810/910,UHHS UHC,14624,UHC Ment Surg Ct,Tech,69.00
Synthes screw cort 214.014-72,UHHS UHC,14625,UHC Ment Surg Ct,Tech,53.00
Synthes screw cort 214.076-110,UHHS UHC,14626,UHC Ment Surg Ct,Tech,87.00
Synthes screw cort 3.5 204010/55,UHHS UHC,14622,UHC Ment Surg Ct,Tech,51.00
Synthes screw cort 3.5 204060/110,UHHS UHC,14623,UHC Ment Surg Ct,Tech,80.00
Synthes Screw Cort 3.5 404.8xx,UHHS UHC,32163,UHC Ment Surg Ct,Tech,64.00
Synthes Screw Cort 4.0 206424/70,UHHS UHC,39527,UHC Ment Surg Ct,Tech,87.00
Synthes Screw cort 4.5 2148xx,UHHS UHC,14306,UHC Ment Surg Ct,Tech,71.00
Synthes Screw Cort 4020xx,UHHS UHC,31061,UHC Ment Surg Ct,Tech,89.00
Synthes Screw Cort 4028xx,UHHS UHC,38671,UHC Ment Surg Ct,Tech,114.00
Synthes screw cort 404.010-60,UHHS UHC,14627,UHC Ment Surg Ct,Tech,47.00
Synthes Screw Cort TI 4028xx,UHHS UHC,38670,UHC Ment Surg Ct,Tech,104.00
Synthes Screw cortex 1.5 2000xx,UHHS UHC,16399,UHC Ment Surg Ct,Tech,85.00
Synthes screw cortex 201806-40,UHHS UHC,16316,UHC Ment Surg Ct,Tech,104.00
Synthes Screw cortex 4.5 414076/140,UHHS UHC,18748,UHC Ment Surg Ct,Tech,89.00
Synthes screw cortical 214,UHHS UHC,16318,UHC Ment Surg Ct,Tech,40.00
Synthes Screw dual core locking 5.0mm 040155xx,UHHS UHC,20097,UHC Ment Surg Ct,Tech,638.00
Synthes Screw dual core locking 5.0mm 040155xxS,UHHS UHC,60978,UHC Ment Surg Ct,Tech,783.00
Synthes Screw emergency 40061x,UHHS UHC,16381,UHC Ment Surg Ct,Tech,209.00
Synthes Screw Extractor 309.5x0,UHHS UHC,32142,UHC Ment Surg Ct,Tech,198.00
Synthes Screw Fenestrated TFNA XXMM 040381xxS,UHHS UHC,61683,UHC Ment Surg Ct,Tech,"2,466.00"
Synthes Screw Fenestrated TFNA XXXMM 040382xxS,UHHS UHC,61684,UHC Ment Surg Ct,Tech,"2,466.00"
Synthes Screw IMF 2019xx,UHHS UHC,37306,UHC Ment Surg Ct,Tech,303.00
Synthes screw lag DHS 12.7 sterile,UHHS UHC,14049,UHC Ment Surg Ct,Tech,"1,143.00"
Synthes screw lag DHS 14 NS,UHHS UHC,14051,UHC Ment Surg Ct,Tech,"1,006.00"
Synthes screw lag DHS 14 sterile,UHHS UHC,14050,UHC Ment Surg Ct,Tech,"1,136.00"
Synthes Screw Lock 022110xx,UHHS UHC,37573,UHC Ment Surg Ct,Tech,426.00
Synthes Screw Lock 022215xx,UHHS UHC,37594,UHC Ment Surg Ct,Tech,658.00
Synthes Screw Lock 022312xx,UHHS UHC,37578,UHC Ment Surg Ct,Tech,547.00
Synthes Screw Lock 040054xxS,UHHS UHC,31691,UHC Ment Surg Ct,Tech,707.00
Synthes Screw Lock 040055xxS,UHHS UHC,18768,UHC Ment Surg Ct,Tech,706.00
Synthes Screw Lock 040056xxS,UHHS UHC,31692,UHC Ment Surg Ct,Tech,586.00
Synthes Screw Lock 04614508,UHHS UHC,40023,UHC Ment Surg Ct,Tech,195.00
Synthes Screw Lock 2.4 045034xx01,UHHS UHC,32754,UHC Ment Surg Ct,Tech,292.00
Synthes Screw Lock Cann 022316xx,UHHS UHC,37575,UHC Ment Surg Ct,Tech,743.00
Synthes Screw Lock Transconnect 04614522,UHHS UHC,40026,UHC Ment Surg Ct,Tech,195.00
Synthes Screw Locking  3.0,UHHS UHC,13698,UHC Ment Surg Ct,Tech,381.00
Synthes Screw Locking  5 x 48,UHHS UHC,13614,UHC Ment Surg Ct,Tech,498.00
Synthes Screw Locking 3.5 w/recess 21213x,UHHS UHC,63324,UHC Ment Surg Ct,Tech,399.00
Synthes Screw Locking 3.7 022400x4,UHHS UHC,34399,UHC Ment Surg Ct,Tech,593.00
Synthes Screw locking 4/5 04005xxx,UHHS UHC,20085,UHC Ment Surg Ct,Tech,561.00
Synthes screw malleolar,UHHS UHC,16208,UHC Ment Surg Ct,Tech,102.00
Synthes Screw Multiloc 4.5 040190xx,UHHS UHC,35901,UHC Ment Surg Ct,Tech,748.00
Synthes Screw Multiloc 4.5 040190xxS,UHHS UHC,35902,UHC Ment Surg Ct,Tech,890.00
Synthes Screw Pelvic 3.5 204700/25,UHHS UHC,41500,UHC Ment Surg Ct,Tech,91.00
Synthes Screw Pelvic 3.5 204730/50,UHHS UHC,41501,UHC Ment Surg Ct,Tech,281.00
Synthes Screw pelvic cort 3.5 2046x0,UHHS UHC,20210,UHC Ment Surg Ct,Tech,89.00
Synthes Screw Recon 5.0 040310xx,UHHS UHC,31201,UHC Ment Surg Ct,Tech,473.00
Synthes Screw Schanz 4.0 294.4x,UHHS UHC,32168,UHC Ment Surg Ct,Tech,218.00
Synthes Screw Schanz 4.0 29477x,UHHS UHC,32174,UHC Ment Surg Ct,Tech,412.00
Synthes Screw Schanz 4.0/2.5 294.30,UHHS UHC,32167,UHC Ment Surg Ct,Tech,218.00
Synthes Screw Schanz 4.0/2.5 294.769,UHHS UHC,32175,UHC Ment Surg Ct,Tech,412.00
Synthes Screw Schanz 4.5 294.71-74,UHHS UHC,32169,UHC Ment Surg Ct,Tech,223.00
Synthes Screw Schanz 4.5 294.75-76,UHHS UHC,32170,UHC Ment Surg Ct,Tech,292.00
Synthes Screw Schanz 5.0 294.52-54,UHHS UHC,32171,UHC Ment Surg Ct,Tech,239.00
Synthes Screw Schanz 5.0 294.55-57,UHHS UHC,32172,UHC Ment Surg Ct,Tech,305.00
Synthes Screw Schanz 5.0 294.78x,UHHS UHC,32176,UHC Ment Surg Ct,Tech,520.00
Synthes Screw Schanz 6.0 294.65-68,UHHS UHC,32173,UHC Ment Surg Ct,Tech,261.00
Synthes screw shaft,UHHS UHC,16382,UHC Ment Surg Ct,Tech,57.00
Synthes Screw ST 2.0 4018xx96,UHHS UHC,54029,UHC Ment Surg Ct,Tech,110.00
Synthes screw sternal 213508-24,UHHS UHC,16317,UHC Ment Surg Ct,Tech,56.00
Synthes Screwdriver Shaft 31410,UHHS UHC,36727,UHC Ment Surg Ct,Tech,944.00
Synthes Sleeve Outer Protection 03010438S,UHHS UHC,61791,UHC Ment Surg Ct,Tech,319.00
Synthes Speed Compression Kit 15x12x12 SE1512,UHHS UHC,62605,UHC Ment Surg Ct,Tech,"4,374.00"
Synthes Speed Compression Kit w/Nitinol SE1308,UHHS UHC,64673,UHC Ment Surg Ct,Tech,"3,024.00"
Synthes Stem Humeral 125mm 553710 12,UHHS UHC,32698,UHC Ment Surg Ct,Tech,"9,752.00"
Synthes Tap 311.34,UHHS UHC,29440,UHC Ment Surg Ct,Tech,327.00
Synthes Tap 311.46,UHHS UHC,29441,UHC Ment Surg Ct,Tech,332.00
Synthes Tap 311.66,UHHS UHC,29442,UHC Ment Surg Ct,Tech,729.00
Synthes Tap 31132,UHHS UHC,16531,UHC Ment Surg Ct,Tech,327.00
Synthes Transconnector Med 04614516,UHHS UHC,40024,UHC Ment Surg Ct,Tech,"2,400.00"
Synthes Traumacem V+Inject Bone Cement 07702040S,UHHS UHC,61685,UHC Ment Surg Ct,Tech,"1,469.00"
Synthes Tubular Plate 23mm 2420xx,UHHS UHC,37835,UHC Ment Surg Ct,Tech,245.00
Synthes Tubular Plate 31mm 2420x,UHHS UHC,37836,UHC Ment Surg Ct,Tech,263.00
Synthes Tubular Plate 39mm 2420x,UHHS UHC,37837,UHC Ment Surg Ct,Tech,279.00
Synthes Tubular Plate 47mm 2420x,UHHS UHC,37838,UHC Ment Surg Ct,Tech,302.00
Synthes Tubular Plate 55mm 2420x,UHHS UHC,37839,UHC Ment Surg Ct,Tech,323.00
Synthes Tubular Plate 63mm 2420x,UHHS UHC,37840,UHC Ment Surg Ct,Tech,330.00
Synthes Tubular Plate 93mm 241xxx,UHHS UHC,37833,UHC Ment Surg Ct,Tech,573.00
Synthes Washer 10mm 21991,UHHS UHC,31588,UHC Ment Surg Ct,Tech,83.00
Synthes Washer 13mm 21999,UHHS UHC,16386,UHC Ment Surg Ct,Tech,87.00
Synthes Washer 41998,UHHS UHC,41397,UHC Ment Surg Ct,Tech,80.00
Synthes Washer 41999,UHHS UHC,41398,UHC Ment Surg Ct,Tech,89.00
Synthes Washer 7mm 21998,UHHS UHC,38210,UHC Ment Surg Ct,Tech,78.00
Synthes Wedge 18 Deg 71005297S,UHHS UHC,32689,UHC Ment Surg Ct,Tech,"2,294.00"
Synthes Wire Plate Reduct 1.25 0211150x10,UHHS UHC,39747,UHC Ment Surg Ct,Tech,532.00
Sythes ferrule sternal 291905,UHHS UHC,16326,UHC Ment Surg Ct,Tech,150.00
TA roticulator 30 V3 disp stapler,UHHS UHC,14744,UHC Ment Surg Ct,Tech,659.00
TA roticulator 55 3.5 disp stapler,UHHS UHC,14745,UHC Ment Surg Ct,Tech,575.00
TA roticulator 55 5.8 disp stapler,UHHS UHC,14746,UHC Ment Surg Ct,Tech,575.00
TAHS Ascope 3 Slim Flexible Bronchoscope 402001000,UHHS UHC,40947,UHC Ment Surg Ct,Tech,849.00
Telefleex Minilap System w/AlligatorGrasper PGAC300,UHHS UHC,56755,UHC Ment Surg Ct,Tech,600.00
Teleflex Applier Endo Hem O Lock 543965,UHHS UHC,37096,UHC Ment Surg Ct,Tech,396.00
Teleflex HemOLock Clip L 544240,UHHS UHC,40020,UHC Ment Surg Ct,Tech,98.00
Teleflex HemOLock Clip ML 544230,UHHS UHC,38241,UHC Ment Surg Ct,Tech,98.00
Teleflex HemOLock Clip ML 544250,UHHS UHC,38242,UHC Ment Surg Ct,Tech,92.00
Temperature Probe W/18Mm Ndle,UHHS UHC,21621,UHC Ment Surg Ct,Tech,38.00
Tenex Tissue Removal TX1 5541003001,UHHS UHC,35915,UHC Ment Surg Ct,Tech,"2,067.00"
Tension free vaginal tape,UHHS UHC,14771,UHC Ment Surg Ct,Tech,"2,721.00"
Termedx Tubing LL0002,UHHS UHC,38003,UHC Ment Surg Ct,Tech,294.00
Terumo Cannula V/R,UHHS UHC,28674,UHC Ment Surg Ct,Tech,147.00
Terumo Catheter CG CGxxx,UHHS UHC,14103,UHC Ment Surg Ct,Tech,167.00
Terumo Custom Table Line,UHHS UHC,33307,UHC Ment Surg Ct,Tech,208.00
Terumo Fast start cell saver 9108501,UHHS UHC,19009,UHC Ment Surg Ct,Tech,404.00
Terumo Glidesheath Kit 1510x0,UHHS UHC,36510,UHC Ment Surg Ct,Tech,240.00
Terumo Glidewire Angled UWR6035,UHHS UHC,40270,UHC Ment Surg Ct,Tech,113.00
Terumo Glidewire Angled UWR6038,UHHS UHC,40272,UHC Ment Surg Ct,Tech,147.00
Terumo Glidewire Straight 3cm UWR1035,UHHS UHC,40271,UHC Ment Surg Ct,Tech,180.00
Terumo Graft 731506/8,UHHS UHC,39284,UHC Ment Surg Ct,Tech,981.00
Terumo Graft 733006/8/10,UHHS UHC,39280,UHC Ment Surg Ct,Tech,"1,283.00"
Terumo Graft 733012/14/16/18/20/22/24,UHHS UHC,39281,UHC Ment Surg Ct,Tech,"1,342.00"
Terumo Graft 733026/28/30/32/34,UHHS UHC,39282,UHC Ment Surg Ct,Tech,"1,429.00"
Terumo Graft Gelsoft 63252x,UHHS UHC,36512,UHC Ment Surg Ct,Tech,"1,680.00"
Terumo Graft Sienna AnteFlow 7350x10RM,UHHS UHC,62115,UHC Ment Surg Ct,Tech,"5,625.00"
Terumo Graft Sienna Gelweave 732x1008/10RM,UHHS UHC,61975,UHC Ment Surg Ct,Tech,"5,651.00"
Terumo Graft Sienna Gelweave 733x1088/10RM,UHHS UHC,61976,UHC Ment Surg Ct,Tech,"5,651.00"
Terumo Guidewire .018 GR1807,UHHS UHC,41769,UHC Ment Surg Ct,Tech,243.00
Terumo Guidewire Advantage GA3502,UHHS UHC,34788,UHC Ment Surg Ct,Tech,735.00
Terumo Guidewire Ang Tip GS3508,UHHS UHC,21787,UHC Ment Surg Ct,Tech,163.00
Terumo Guidewire GR180X,UHHS UHC,28675,UHC Ment Surg Ct,Tech,154.00
Terumo Guidewire GR2501,UHHS UHC,28676,UHC Ment Surg Ct,Tech,129.00
Terumo Guidewire GR2502/5,UHHS UHC,28677,UHC Ment Surg Ct,Tech,154.00
Terumo Guidewire GR2503/6,UHHS UHC,28692,UHC Ment Surg Ct,Tech,165.00
Terumo Guidewire GR3202,UHHS UHC,28685,UHC Ment Surg Ct,Tech,85.00
Terumo Guidewire GR3503,UHHS UHC,28686,UHC Ment Surg Ct,Tech,138.00
Terumo Guidewire GR3506,UHHS UHC,28687,UHC Ment Surg Ct,Tech,99.00
Terumo Guidewire GR3803,UHHS UHC,17628,UHC Ment Surg Ct,Tech,134.00
Terumo Guidewire GR3806,UHHS UHC,28688,UHC Ment Surg Ct,Tech,98.00
Terumo Guidewire GR3809,UHHS UHC,28690,UHC Ment Surg Ct,Tech,127.00
Terumo Guidewire GR3X01,UHHS UHC,28678,UHC Ment Surg Ct,Tech,85.00
Terumo Guidewire GR3X02,UHHS UHC,28682,UHC Ment Surg Ct,Tech,149.00
Terumo Guidewire GR3X04,UHHS UHC,28679,UHC Ment Surg Ct,Tech,127.00
Terumo Guidewire GR3X05,UHHS UHC,28680,UHC Ment Surg Ct,Tech,98.00
Terumo Guidewire GR3X07,UHHS UHC,28683,UHC Ment Surg Ct,Tech,94.00
Terumo Guidewire GR3X08,UHHS UHC,28684,UHC Ment Surg Ct,Tech,114.00
Terumo Guidewire GR3X10,UHHS UHC,28681,UHC Ment Surg Ct,Tech,98.00
Terumo Guidewire GS3504,UHHS UHC,28696,UHC Ment Surg Ct,Tech,171.00
Terumo Guidewire GS3509,UHHS UHC,28697,UHC Ment Surg Ct,Tech,171.00
Terumo Guidewire GS350X,UHHS UHC,28693,UHC Ment Surg Ct,Tech,120.00
Terumo Guidewire GS3510,UHHS UHC,28698,UHC Ment Surg Ct,Tech,143.00
Terumo Guidewire GS3807,UHHS UHC,28699,UHC Ment Surg Ct,Tech,134.00
Terumo Guidewire GS380X,UHHS UHC,28694,UHC Ment Surg Ct,Tech,120.00
Terumo Guidewire GS3X03,UHHS UHC,28695,UHC Ment Surg Ct,Tech,134.00
Terumo Hemoconcentrator HPH1000TS,UHHS UHC,31594,UHC Ment Surg Ct,Tech,208.00
Terumo Hemocontrator HPHJUNIOR,UHHS UHC,32615,UHC Ment Surg Ct,Tech,426.00
Terumo Introducer 10cm,UHHS UHC,21456,UHC Ment Surg Ct,Tech,79.00
Terumo Introducer 25cm,UHHS UHC,21457,UHC Ment Surg Ct,Tech,102.00
Terumo LD Pack,UHHS UHC,21785,UHC Ment Surg Ct,Tech,"1,125.00"
Terumo Oxygenator 15,UHHS UHC,30431,UHC Ment Surg Ct,Tech,"1,173.00"
Terumo Oxygenator 1CX FX05RE,UHHS UHC,33308,UHC Ment Surg Ct,Tech,"2,129.00"
Terumo oxygenator 1CXRX25RE,UHHS UHC,16292,UHC Ment Surg Ct,Tech,"5,686.00"
Terumo Oxygenator 25,UHHS UHC,30432,UHC Ment Surg Ct,Tech,"1,172.00"
Terumo Oxygenator CX FX15RW30,UHHS UHC,33309,UHC Ment Surg Ct,Tech,"1,172.00"
Terumo Pulmonal Plegia Pack 13131802,UHHS UHC,38848,UHC Ment Surg Ct,Tech,711.00
Terumo Radial Compression Band TRB24REG,UHHS UHC,35389,UHC Ment Surg Ct,Tech,165.00
Terumo Radial Compression Band XXRF06L,UHHS UHC,35390,UHC Ment Surg Ct,Tech,165.00
Terumo Sensmart Neo/Ped 8004CB,UHHS UHC,41411,UHC Ment Surg Ct,Tech,555.00
Terumo Sensor Shunt CDI 510H,UHHS UHC,34591,UHC Ment Surg Ct,Tech,417.00
Terumo Sheath 54x4501,UHHS UHC,36511,UHC Ment Surg Ct,Tech,319.00
Terumo sheath RSC01/2,UHHS UHC,17612,UHC Ment Surg Ct,Tech,382.00
Terumo sheath RSP01,UHHS UHC,17613,UHC Ment Surg Ct,Tech,382.00
Terumo sheath RSRxx,UHHS UHC,17618,UHC Ment Surg Ct,Tech,319.00
Terumo Vascular Graft 7340xx8,UHHS UHC,41410,UHC Ment Surg Ct,Tech,"3,139.00"
Terumo Vascular Graft Gelsoft 6x30 633006P,UHHS UHC,63333,UHC Ment Surg Ct,Tech,"2,475.00"
Terumo Vascular Graft Gelsoft 8x30 633008P,UHHS UHC,63334,UHC Ment Surg Ct,Tech,"2,475.00"
TFM Catheter Cholangiograph 4.5fr 20018M55,UHHS UHC,40851,UHC Ment Surg Ct,Tech,152.00
TFM Catheter Chologiograph 20018010,UHHS UHC,41062,UHC Ment Surg Ct,Tech,152.00
TFM Catheter Chologiograph 20018M56,UHHS UHC,41063,UHC Ment Surg Ct,Tech,152.00
TFS Surg Tissue Fixation TFS001,UHHS UHC,37093,UHC Ment Surg Ct,Tech,"3,600.00"
Theragenics ISeed Sleeve 2 Seed TG8221S,UHHS UHC,61719,UHC Ment Surg Ct,Tech,63.00
Theragenics ISeed Sleeve 3 to 7 Seed TG92x1S,UHHS UHC,61720,UHC Ment Surg Ct,Tech,84.00
Thermedx FluidSmart Tubing Set LL0006,UHHS UHC,61981,UHC Ment Surg Ct,Tech,315.00
Thorac Tray Pleurasl 8 Fr12,UHHS UHC,17044,UHC Ment Surg Ct,Tech,150.00
Thoratec accessory kit,UHHS UHC,23098,UHC Ment Surg Ct,Tech,900.00
Thoratec adapter,UHHS UHC,23092,UHC Ment Surg Ct,Tech,300.00
Thoratec cannula 10012,UHHS UHC,23100,UHC Ment Surg Ct,Tech,"8,229.00"
Thoratec cannula 10075,UHHS UHC,23101,UHC Ment Surg Ct,Tech,"8,393.00"
Thoratec cannula 14114,UHHS UHC,23102,UHC Ment Surg Ct,Tech,"8,393.00"
Thoratec cannula 14125,UHHS UHC,23103,UHC Ment Surg Ct,Tech,"8,393.00"
Thoratec cannula 1481x,UHHS UHC,23104,UHC Ment Surg Ct,Tech,"9,128.00"
Thoratec extension electrical,UHHS UHC,23097,UHC Ment Surg Ct,Tech,886.00
Thoratec extension pneumatic,UHHS UHC,23096,UHC Ment Surg Ct,Tech,855.00
Thoratec Heartmate Adapter Cable 103871,UHHS UHC,34596,UHC Ment Surg Ct,Tech,900.00
Thoratec Heartmate Battery Charger 1440,UHHS UHC,35226,UHC Ment Surg Ct,Tech,"21,600.00"
Thoratec Heartmate Battery Clip 1237,UHHS UHC,32907,UHC Ment Surg Ct,Tech,981.00
Thoratec Heartmate Battery Set 2025,UHHS UHC,32908,UHC Ment Surg Ct,Tech,900.00
Thoratec Heartmate Car Power Cable,UHHS UHC,35224,UHC Ment Surg Ct,Tech,675.00
Thoratec Heartmate Consolidated Bag 104222,UHHS UHC,34597,UHC Ment Surg Ct,Tech,975.00
Thoratec Heartmate Cord Charge 103860,UHHS UHC,34595,UHC Ment Surg Ct,Tech,105.00
Thoratec Heartmate Inflow Conduit 102564,UHHS UHC,34605,UHC Ment Surg Ct,Tech,"14,988.00"
Thoratec Heartmate LVAS 103695,UHHS UHC,30433,UHC Ment Surg Ct,Tech,"262,282.00"
Thoratec Heartmate Outflow Graft 102563,UHHS UHC,34604,UHC Ment Surg Ct,Tech,"11,990.00"
Thoratec Heartmate Patient Support Kit 103601,UHHS UHC,34606,UHC Ment Surg Ct,Tech,"37,043.00"
Thoratec Heartmate Patient Vest 10422x,UHHS UHC,34598,UHC Ment Surg Ct,Tech,"1,184.00"
Thoratec Heartmate Power Cable 103426,UHHS UHC,34602,UHC Ment Surg Ct,Tech,"2,849.00"
Thoratec Heartmate Power Module 1340,UHHS UHC,35225,UHC Ment Surg Ct,Tech,"24,000.00"
Thoratec Heartmate Shower Go Gear Bag 104216,UHHS UHC,34600,UHC Ment Surg Ct,Tech,"1,350.00"
Thoratec Heartmate Surgical Sizer 102772,UHHS UHC,34603,UHC Ment Surg Ct,Tech,"2,998.00"
Thoratec Heartmate System Controller 103696,UHHS UHC,30434,UHC Ment Surg Ct,Tech,"13,489.00"
Thoratec Heartmate Tunneler 102137,UHHS UHC,34599,UHC Ment Surg Ct,Tech,"1,199.00"
Thoratec Heartmate Wrench Spanner 102138,UHHS UHC,34601,UHC Ment Surg Ct,Tech,"2,099.00"
Thoratec lead electrical,UHHS UHC,23094,UHC Ment Surg Ct,Tech,826.00
Thoratec lead electrical signal,UHHS UHC,23095,UHC Ment Surg Ct,Tech,886.00
Thoratec lead pneumatic,UHHS UHC,23093,UHC Ment Surg Ct,Tech,750.00
Thoratec processor,UHHS UHC,23099,UHC Ment Surg Ct,Tech,"3,358.00"
Thoratec pump 10012,UHHS UHC,23106,UHC Ment Surg Ct,Tech,"185,246.00"
Thoratec pump 14086,UHHS UHC,23105,UHC Ment Surg Ct,Tech,"168,544.00"
Thoratec Pump Centrimag 102953,UHHS UHC,38336,UHC Ment Surg Ct,Tech,"37,800.00"
Thoratec stabilization belt,UHHS UHC,23091,UHC Ment Surg Ct,Tech,300.00
Tibia Insert GVF 4 1581140xx,UHHS UHC,18866,UHC Ment Surg Ct,Tech,"1,467.00"
Toby Ortho Flexor Tendon Repair Tool w/Sheath TOFTRT,UHHS UHC,64360,UHC Ment Surg Ct,Tech,"1,497.00"
Torax Linx Reflux Mgt LXMCxx,UHHS UHC,52355,UHC Ment Surg Ct,Tech,"16,500.00"
Torax Linx reflux mgt magnet ring LS1x,UHHS UHC,36520,UHC Ment Surg Ct,Tech,"14,700.00"
Torax Linx Sizing Tool LSSUS,UHHS UHC,52356,UHC Ment Surg Ct,Tech,450.00
Torax Quick Knot 30510,UHHS UHC,52357,UHC Ment Surg Ct,Tech,126.00
Tornier Adaptor Aequalis Reversed Hemi DWB99x,UHHS UHC,62858,UHC Ment Surg Ct,Tech,"6,282.00"
Tornier Aeq Reversed Fracture Insert DWD972,UHHS UHC,39752,UHC Ment Surg Ct,Tech,"2,499.00"
Tornier Aequalis Ascend Flex Reversed DWF502,UHHS UHC,64288,UHC Ment Surg Ct,Tech,"3,714.00"
Tornier Aequalis Perform + Guide Pin DWD017,UHHS UHC,59470,UHC Ment Surg Ct,Tech,464.00
Tornier Aequalis Reversed Fx Lateral Ins 36x6,UHHS UHC,37180,UHC Ment Surg Ct,Tech,"2,499.00"
Tornier Aequalis Reversed II 36 DWD07x,UHHS UHC,62849,UHC Ment Surg Ct,Tech,"2,400.00"
Tornier Aequalis Reversed II 42 DWD08x,UHHS UHC,62850,UHC Ment Surg Ct,Tech,"2,400.00"
Tornier Aequalis Reversed Lat Insert DWD980/982,UHHS UHC,35358,UHC Ment Surg Ct,Tech,"2,498.00"
Tornier Aequalis Reversed Stem DWE040/055,UHHS UHC,35359,UHC Ment Surg Ct,Tech,"6,417.00"
Tornier Alignment Pin L 150mm DWD065,UHHS UHC,64287,UHC Ment Surg Ct,Tech,312.00
Tornier Ascend Flex Standard PTC Stem DWF601C,UHHS UHC,39753,UHC Ment Surg Ct,Tech,"10,191.00"
Tornier Baseplate 2 DWE730,UHHS UHC,39572,UHC Ment Surg Ct,Tech,"5,830.00"
Tornier baseplate DWD002,UHHS UHC,16700,UHC Ment Surg Ct,Tech,"3,243.00"
Tornier Baseplate DWD003,UHHS UHC,16701,UHC Ment Surg Ct,Tech,"4,956.00"
Tornier Baseplate DWE835,UHHS UHC,39557,UHC Ment Surg Ct,Tech,"4,630.00"
Tornier Baseplate Glenoid LP 25mm DWD171,UHHS UHC,62855,UHC Ment Surg Ct,Tech,"4,749.00"
Tornier Baseplate Glenoid LP 29mm DWD067,UHHS UHC,62854,UHC Ment Surg Ct,Tech,"4,749.00"
Tornier Baseplate PR Std 25mm DWJ401,UHHS UHC,53497,UHC Ment Surg Ct,Tech,"6,141.00"
Tornier Baseplate PR Std 25mm DWJ401,UHHS UHC,53497,UHC Ment Surg Ct,Tech,"6,141.00"
Tornier Cann 11 Reamer DWD164,UHHS UHC,35943,UHC Ment Surg Ct,Tech,279.00
Tornier cement restrictor EB0101,UHHS UHC,16273,UHC Ment Surg Ct,Tech,930.00
Tornier Cement Restrictor EBO102,UHHS UHC,38707,UHC Ment Surg Ct,Tech,615.00
Tornier Drill DWD05x,UHHS UHC,31624,UHC Ment Surg Ct,Tech,378.00
Tornier Drill DWD060,UHHS UHC,31625,UHC Ment Surg Ct,Tech,441.00
Tornier Flex Reverse Offset DWF510,UHHS UHC,62518,UHC Ment Surg Ct,Tech,"3,714.00"
Tornier Flex Reversed Shoulder Insert  DWF356B,UHHS UHC,62851,UHC Ment Surg Ct,Tech,"3,186.00"
Tornier Flex Shoulder 40mm DWF500,UHHS UHC,53498,UHC Ment Surg Ct,Tech,"4,185.00"
Tornier Flex Shoulder Insert DWF357B,UHHS UHC,53499,UHC Ment Surg Ct,Tech,"2,987.00"
Tornier glendoid pegged DWB215-218,UHHS UHC,16268,UHC Ment Surg Ct,Tech,"3,067.00"
Tornier Glenoid Aeq Reverse II DWE860,UHHS UHC,39754,UHC Ment Surg Ct,Tech,"17,100.00"
Tornier Glenoid Aequalis Cortiloc S40 DWE403,UHHS UHC,62678,UHC Ment Surg Ct,Tech,"3,780.00"
Tornier glenoid aequalis small DWB,UHHS UHC,16696,UHC Ment Surg Ct,Tech,"3,488.00"
Tornier glenoid baseplate DWB867,UHHS UHC,14279,UHC Ment Surg Ct,Tech,"3,978.00"
Tornier Glenoid Baseplate DWD170,UHHS UHC,31629,UHC Ment Surg Ct,Tech,"5,387.00"
Tornier Glenoid Cortiloc DWE40x,UHHS UHC,41786,UHC Ment Surg Ct,Tech,"7,452.00"
Tornier Glenoid Cortiloc Pegged DWE41x,UHHS UHC,39759,UHC Ment Surg Ct,Tech,"3,780.00"
Tornier Glenoid Cortiloc Pegged L40 DWE421,UHHS UHC,62853,UHC Ment Surg Ct,Tech,"3,780.00"
Tornier Glenoid Guide MWJ003,UHHS UHC,59469,UHC Ment Surg Ct,Tech,"2,700.00"
Tornier Glenoid II Pin Kit DWD063,UHHS UHC,35357,UHC Ment Surg Ct,Tech,299.00
Tornier glenoid keeled DWB210-213,UHHS UHC,16267,UHC Ment Surg Ct,Tech,"4,029.00"
Tornier Glenoid Sphere DWD 182/185,UHHS UHC,34634,UHC Ment Surg Ct,Tech,"11,371.00"
Tornier Glenoid Sphere DWD 190/193,UHHS UHC,34633,UHC Ment Surg Ct,Tech,"10,085.00"
Tornier Glenoid Sphere DWD 192/195,UHHS UHC,34635,UHC Ment Surg Ct,Tech,"11,371.00"
Tornier Glenoid Sphere DWD180/183,UHHS UHC,31630,UHC Ment Surg Ct,Tech,"9,715.00"
Tornier Glenoid Sphere DWD181/183,UHHS UHC,33917,UHC Ment Surg Ct,Tech,"11,371.00"
Tornier Glenoid Sphere DWD191/194,UHHS UHC,33916,UHC Ment Surg Ct,Tech,"12,306.00"
Tornier Glenoid Sphere Reversed,UHHS UHC,21657,UHC Ment Surg Ct,Tech,"8,546.00"
Tornier Glenosphere 36/39mm DWJ01x,UHHS UHC,61942,UHC Ment Surg Ct,Tech,"7,050.00"
Tornier Graft Conexa 200 5x5cm,UHHS UHC,39574,UHC Ment Surg Ct,Tech,"8,574.00"
Tornier Guide Pin 3x75 9722908,UHHS UHC,62519,UHC Ment Surg Ct,Tech,345.00
Tornier Guide Pin Smooth Tip 200mm DWD168,UHHS UHC,64286,UHC Ment Surg Ct,Tech,291.00
Tornier Head Aequalis DWA246,UHHS UHC,39573,UHC Ment Surg Ct,Tech,"7,320.00"
Tornier Head Humeral 43x36 DWF143,UHHS UHC,42791,UHC Ment Surg Ct,Tech,"4,852.00"
