Wayne HealthCare,,,,
835 Sweitzer Street,,,,
"Greenville, OH 45331",,,,
,,,,
Effective 01/01/2022,,,,
,,,,
2022 STANDARD CHARGES,,,,
,,,,
"CHARGE
NUMBER",DESCRIPTION,"CPT/HCPC/
DRG CODE",2022,DEPARTMENT
4431434,"POLIO 1,2,3 AB (IMMUNITY)",8665891,$216.00 ,LABORATORY
4431432,"POLIO 1,3 AB (IMMUNITY)",86658,$266.00 ,LABORATORY
4430921,POPLAR ALLERGEN,8600391,$51.00 ,LABORATORY
4486010,PORK ALLERGEN,8600391,$51.00 ,LABORATORY
4431272,PORPHYRINS TOTAL SERUM,84311,$310.00 ,LABORATORY
4450046,POTASSIUM (Serum),84132,$20.00 ,LABORATORY
4400013,PRE DELIVERY CBC AND DIFF,85025,$33.00 ,LABORATORY
4450056,PREALBUMIN,84134,$61.00 ,LABORATORY
4431371,PREGNENOLONE,84140,$468.00 ,LABORATORY
4431701,PRIMIDONE (MYSOLINE),80188,$85.00 ,LABORATORY
4450057,PRO BNP,83880,$165.00 ,LABORATORY
4431727,PROCAINAMIDE (PRONESTYL),80192,$115.00 ,LABORATORY
4406401,PROCALCITONIN,84145,$117.00 ,LABORATORY
4450058,PROGESTERONE,84144,$102.00 ,LABORATORY
4430982,PROINSULIN,84206,$218.00 ,LABORATORY
4406513,PROLACTIN  (send out),84146,$174.00 ,LABORATORY
4431514,PROMETHEUS FIBROSPECT,83883,$200.00 ,LABORATORY
4431214,PROMETHEUS THIOPURINE/6MP METABS,82542,$602.00 ,LABORATORY
4431076,PROMETHEUS TPMT ENZYME/ENZACT,82542,$284.00 ,LABORATORY
4431518,PROMETHEUS TPMT GENOTYPE,81335,$421.00 ,LABORATORY
4431424,PROPOXYPHENE CONFIRM URINE,80367,$167.00 ,LABORATORY
4406760,PROSTATIC ACID PHOSPHATASE,84066,$139.00 ,LABORATORY
4406554,PROT ELEC UR 24H,84166,$137.00 ,LABORATORY
4430893,PROT ELEC UR RANDOM,84166,$74.00 ,LABORATORY
4431483,PROT ELEC w/Reflex IFE + FREE LIT CHAINS,84165,$46.00 ,LABORATORY
4431482,PROT ELEC w/Reflex to IFE,84165,$46.00 ,LABORATORY
4430901,PROT ELEC/IMMUNOFIX UR RANDOM,86335,$121.00 ,LABORATORY
4401803,PROT ELEC-SERUM,84165,$46.00 ,LABORATORY
4407750,PROTEIN C ANTIGEN,85302,$85.00 ,LABORATORY
4430742,PROTEIN C FUNCTIONAL - send out,85303,$58.00 ,LABORATORY
4407800,PROTEIN S ANTIGEN,85305,$49.00 ,LABORATORY
4430808,PROTEIN S FUNCTIONAL - send out,85306,$64.00 ,LABORATORY
4450059,PROTEIN TOTAL,84155,$16.00 ,LABORATORY
4431177,PROTHROMBIN ABS IGG,86849,$515.00 ,LABORATORY
4431460,PROTHROMBIN ABS IGG & IGM,86849,$227.00 ,LABORATORY
4400603,PROTIME,85610,$18.00 ,LABORATORY
4431373,PROTOPORPHYRIN FREE ERYTH & ZINC,84202,$105.00 ,LABORATORY
4431232,PSA COMPLEXED,84152,$90.00 ,LABORATORY
4401540,PSA FREE & TOTAL,84154,$78.00 ,LABORATORY
4450060,PSA SCREEN,84153,$77.00 ,LABORATORY
4450061,PSA TOTAL,84153,$77.00 ,LABORATORY
4450062,PTH INTACT,83970,$174.00 ,LABORATORY
4430589,PTH RELATED PEPTIDE,82397,$69.00 ,LABORATORY
4431069,PYRUVIC ACID,84210,$52.00 ,LABORATORY
4431364,Q FEVER ABS IGG,86638,$116.00 ,LABORATORY
4431365,Q FEVER ABS IGM,86638,$155.00 ,LABORATORY
4431384,QUANTIFERON TB GOLD,86480,$261.00 ,LABORATORY
4408981,QUEST COLLECTION FEE,99001,$19.00 ,LABORATORY
4430593,QUINIDINE SERUM,80194,$116.00 ,LABORATORY
4400807,RA/RF,86431,$25.00 ,LABORATORY
4440311,RAGWEED GIANT ALLRGN,8600391,$51.00 ,LABORATORY
4440310,RAGWEED SHORT ALLRGN,8600391,$26.00 ,LABORATORY
4406465,RAGWEED SHORT RAST,8600391,$51.00 ,LABORATORY
4430359,RAPAMUNE (SIROLIMUS) LEVEL,80195,$68.00 ,LABORATORY
4401732,RAPID GROUP A STREP,87651,$70.00 ,LABORATORY
4401303,RBC,85041,$26.00 ,LABORATORY
4430426,RBC FOLATE,82747,$68.00 ,LABORATORY
4431235,RBC MAGNESIUM,83735,$28.00 ,LABORATORY
4401802,REID HOSP THEOPHYLLINE,,$30.00 ,LABORATORY
4450003,RENAL FUNCTION PANEL,80069,$37.00 ,LABORATORY
4431086,"RENIN ACTIVITY, PLASMA",84244,$93.00 ,LABORATORY
4497787,RESP PCR (Biofire) + SARS  (Compunet),87633,$472.00 ,LABORATORY
4401790,RESPIRATORY PCR (BIOFIRE) -Nurse Collect,87633,"$1,716.00 ",LABORATORY
4431449,RETICULIN AB IGA,86255,$111.00 ,LABORATORY
4401402,RETICULOCYTE COUNT,85045,$17.00 ,LABORATORY
4431035,RETINOL BINDING PROTEIN,83883,$231.00 ,LABORATORY
4486757,RICKETTSIAL FEVER PANEL IGM/IgG,86757,$105.00 ,LABORATORY
4486791,RICKETTSIAL FEVER PANEL/IGM/IgG,8675791,$105.00 ,LABORATORY
4430567,RIFAMPIN LEVEL,80375,$439.00 ,LABORATORY
4431183,RISPERIDONE (RISPERDAL),80342,$361.00 ,LABORATORY
4430390,ROCKY MT SPT IGG,86757,$136.00 ,LABORATORY
4430389,ROCKY MT SPT IGM,86757,$136.00 ,LABORATORY
4430365,ROHYPNOL (FLUNITRAZEPAM),80307,$553.00 ,LABORATORY
4431048,ROMA OVARIAN MALIG RISK,81500,$985.00 ,LABORATORY
4401252,ROTAVIRUS-STOOL,87425,$51.00 ,LABORATORY
4400657,RPR (Dr DOSHI'S ORDERS ONLY),86592,$18.00 ,LABORATORY
4406604,RSV,87807,$55.00 ,LABORATORY
4400607,RUBELLA ABS IGG,86762,$60.00 ,LABORATORY
4440328,RUBELLA IgM,86762,$97.00 ,LABORATORY
4431859,RUBEOLA ABS IGG,86765,$55.00 ,LABORATORY
4486765,RUBEOLA ABS IGM,86765,$55.00 ,LABORATORY
4430914,RYE GRASS ALLERGEN,8600391,$51.00 ,LABORATORY
4430628,SACCHAROMYCES CEREVISIAE PROFILE,86671,$297.00 ,LABORATORY
4450064,SALICYLATE,80179,$262.00 ,LABORATORY
4430226,SALIVARY CORTISOL 1 Specimen,82533,$105.00 ,LABORATORY
4430227,SALIVARY CORTISOL 2 Specimen,82533,$105.00 ,LABORATORY
4430228,SALIVARY CORTISOL 3 Specimen,82533,$105.00 ,LABORATORY
4430229,SALIVARY CORTISOL 4 Specimen,82533,$105.00 ,LABORATORY
4430230,SALIVARY CORTISOL 5 Specimen,82533,$105.00 ,LABORATORY
4430231,SALIVARY CORTISOL 6 Specimen,82533,$105.00 ,LABORATORY
4497780,SAR CoV-2 AB NUCLEOCAPSID/SPIKE,86769,$62.00 ,LABORATORY
4497786,SARS CoV-2 RAPID RNA,87635,$147.00 ,LABORATORY
4497790,SARS COV-2 RNA (COMPUNET),87635,$147.00 ,LABORATORY
4497791,SDT CoVID 19 SARS Ig G Ab,86769,$65.00 ,LABORATORY
4497784,SDT SARS CoV-2 RAPID RNA PCR,87635,$100.00 ,LABORATORY
4401501,SED RATE/ESR,85652,$12.00 ,LABORATORY
4430756,SELENIUM PLASMA,84255,$310.00 ,LABORATORY
4430939,SELENIUM WHOLE BLOOD,84255,$122.00 ,LABORATORY
4400505,SEMEN ANALYSIS,89321,$59.00 ,LABORATORY
4430399,SEND OUT PT & APTT,85610,$63.00 ,LABORATORY
4430826,SEPA GEL ELECTRO BCL,83894,$96.00 ,LABORATORY
4450065,SERIAL LACTIC ACID,83605,$49.00 ,LABORATORY
4430770,SEROQUEL (QUETIAPINE),80342,$324.00 ,LABORATORY
4406612,SEROTONIN SERUM,84260,$118.00 ,LABORATORY
4408915,SERUM OSMOLALITY,83930,$28.00 ,LABORATORY
4401057,SERUM PREG QUAL,84703,$32.00 ,LABORATORY
4430793,SEX HORM BIND GLOB,84270,$82.00 ,LABORATORY
4440285,SHEEP SORREL,8600391,$26.00 ,LABORATORY
4400586,SHIGA TOXINS (EHEC),87899,$67.00 ,LABORATORY
4431429,SHIPPING FEE,99001,$61.00 ,LABORATORY
4430412,SHRIMP ALLERGEN,86003,$61.00 ,LABORATORY
4431092,SINEMET METABS SERUM,80299,$319.00 ,LABORATORY
4430398,SLE-A PROFILE,86235,$75.00 ,LABORATORY
4430594,SLE-C PROFILE,86225,$37.00 ,LABORATORY
4401211,SMEAR MISC,87205,$85.00 ,LABORATORY
4450070,SODIUM,84295,$20.00 ,LABORATORY
4450108,SODIUM Q4H Frequency,84295,$37.00 ,LABORATORY
4431344,SOLUBLE LIVER AG (SLA) AB,83516,$439.00 ,LABORATORY
4431374,SOLUBLE TRANSFERRIN RECEPTOR,84238,$367.00 ,LABORATORY
4430870,SOMATOSTATIN PLASMA,84307,$605.00 ,LABORATORY
4486011,SOYBEAN ALLERGEN,8600391,$51.00 ,LABORATORY
4431415,SPECTRA CELL KIT COLLECTION,99001,$27.00 ,LABORATORY
4430480,ST LOUIS VIRUS AB IGG,86653,$116.00 ,LABORATORY
4430481,ST LOUIS VIRUS AB IGM,86653,$116.00 ,LABORATORY
4400514,STOOL CULTURE,87045,$58.00 ,LABORATORY
4431474,STOOL GI PROFILE PCR,0097U,$684.00 ,LABORATORY
4401427,STOOL SCR/ORG2,8704691,$40.00 ,LABORATORY
4401419,STOOL SCR/ORGANISM,87046,$40.00 ,LABORATORY
4400578,STOOL WBC (LACTOFERRIN),83630,$83.00 ,LABORATORY
4400833,STOOL WBC GRAM STAIN,87205,$85.00 ,LABORATORY
4431195,STREP PNEUMO ABS IGG 7,86609,$34.00 ,LABORATORY
4431196,STREP PNEUMO ABS IGG 7,8660991,$48.00 ,LABORATORY
4431197,STREP PNEUMO ABS IGG 7,8660991,$48.00 ,LABORATORY
4431199,STREP PNEUMO ABS IGG 7,8660991,$48.00 ,LABORATORY
4401336,STREP PNEUMO URINE AG,87899,$67.00 ,LABORATORY
4430700,STRONGYLOIDES AB IGG,86682,$126.00 ,LABORATORY
4430922,SYCAMORE AMERICAN ALLERGEN,8600391,$51.00 ,LABORATORY
4431072,SYNOVIAL GLUCOSE,82945,$17.00 ,LABORATORY
4431071,SYNOVIAL PROTEIN,84157,$17.00 ,LABORATORY
4431044,SYPHILIS SCREEN (TP-PA),86780,$55.00 ,LABORATORY
4430934,T & B LYMPHOCYTE DIFF PANEL,86359,$269.00 ,LABORATORY
4430935,T & B LYMPHOCYTE DIFF PANEL,86360,$269.00 ,LABORATORY
4430936,T & B LYMPHOCYTE DIFF PANEL,86355,$269.00 ,LABORATORY
4430954,T CELL HELPER/SUPPRESSOR PROFILE,86359,$145.00 ,LABORATORY
4430955,T CELL HELPER/SUPPRESSOR PROFILE,86360,$145.00 ,LABORATORY
4450092,T EXTRA 4,82570,$56.00 ,LABORATORY
4450098,T EXTRA 5,84156,$49.00 ,LABORATORY
4450096,T EXTRA 7,82575,$155.00 ,LABORATORY
4450107,T EXTRA 8,,$221.00 ,LABORATORY
4450102,T EXTRA9,82150,$166.00 ,LABORATORY
4450071,T3 FREE,84481,$72.00 ,LABORATORY
4431133,T3 REVERSE,84482,$67.00 ,LABORATORY
4450072,T3 TOTAL,84480,$60.00 ,LABORATORY
4431180,T3 UPTAKE,84479,$25.00 ,LABORATORY
4450073,T4 FREE,84439,$38.00 ,LABORATORY
4450074,T4 TOTAL,84436,$28.00 ,LABORATORY
4431357,TCA CONFIRMATION GC/MS URINE,80334,$244.00 ,LABORATORY
4431193,TCA PANEL OVERDOSE,80337,$145.00 ,LABORATORY
4430682,TCA PANEL THERAPEUTIC,80337,$166.00 ,LABORATORY
4400513,TEST ANAEROBIC/AEROBIC w/o Gram Stain,87070,$30.00 ,LABORATORY
4430890,TESTOSTERONE BIO AVAIL / TOTAL,84403,$102.00 ,LABORATORY
4430889,TESTOSTERONE BIOAVAIL/TOTAL,84410,$102.00 ,LABORATORY
4431046,TESTOSTERONE F/T HYPO MALES,84402,$105.00 ,LABORATORY
4431045,TESTOSTERONE F/T HYPO MALES-WOMEN,84403,$124.00 ,LABORATORY
4408964,TESTOSTERONE FREE,84402,$105.00 ,LABORATORY
4430771,TESTOSTERONE FREE & WEAK BND,84410,$392.00 ,LABORATORY
4431013,TESTOSTERONE TOTAL HYPO MALES-WOMEN,84403,$124.00 ,LABORATORY
4401829,TESTOSTERONE TOTAL MEN (sendout),84403,$124.00 ,LABORATORY
4431200,TETANUS ABS IMMUNE STATUS,86317,$133.00 ,LABORATORY
4401801,THEOPHYLLINE (Serum),80198,$54.00 ,LABORATORY
4431554,THIOCYANATE LEVEL,84430,$255.00 ,LABORATORY
4440287,THISTLE RUSSIAN,8600391,$26.00 ,LABORATORY
4430323,THYROGLOBULIN AB,86800,$77.00 ,LABORATORY
4431552,THYROGLOBULIN QUANT,84432,$68.00 ,LABORATORY
4430518,THYROID PEROXIDASE (TPO) ABS,86376,$72.00 ,LABORATORY
4430321,THYROID STIMULATING IMMUNOGLOBULIN,84445,$214.00 ,LABORATORY
4430816,THYROTROPIN RECEPTOR AB,83520,$72.00 ,LABORATORY
4431204,THYROXINE BIND GLOBULIN (TBG),84442,$56.00 ,LABORATORY
4401011,TIBC DIRECT,83550,$37.00 ,LABORATORY
4440305,TIMOTHY ALLERGEN,8600391,$26.00 ,LABORATORY
4430397,TISSUE TRANSGLUTAMINASE IGA,83516,$48.00 ,LABORATORY
4431218,TISSUE TRANSGLUTAMINASE IGG,83516,$48.00 ,LABORATORY
4413409,TITANIUM WHOLE BLOOD,83018,$231.00 ,LABORATORY
44313409,TITANIUM WHOLE BLOOD,83018,$231.00 ,LABORATORY
4431490,"TITANIUM, PLASMA",83018,$253.00 ,LABORATORY
4431024,TOBRAMYCIN PEAK - send out,80200,$101.00 ,LABORATORY
4431091,TOBRAMYCIN RANDOM - send out,80200,$101.00 ,LABORATORY
4431016,TOBRAMYCIN TROUGH - send out,80200,$101.00 ,LABORATORY
4402743,TOPIRAMATE (TOPAMAX),80201,$51.00 ,LABORATORY
4401786,TOTAL IgE expld,82785,$70.00 ,LABORATORY
4487070,TOX SCREEN (Cobas),80307,$257.00 ,LABORATORY
4487071,TOX SCREEN w/Confirm (Cobas),80307,$257.00 ,LABORATORY
4413419,TOXASSURE AMPHET,80326,$11.00 ,LABORATORY
44313419,TOXASSURE AMPHET,80326,$11.00 ,LABORATORY
4413417,TOXASSURE BENZO,80346,$11.00 ,LABORATORY
44313417,TOXASSURE BENZO,80346,$11.00 ,LABORATORY
4413420,TOXASSURE COCAINE,80353,$11.00 ,LABORATORY
44313420,TOXASSURE COCAINE,80353,$11.00 ,LABORATORY
4413418,TOXASSURE ETHANOL,80331,$11.00 ,LABORATORY
44313418,TOXASSURE ETHANOL,80331,$11.00 ,LABORATORY
4413415,TOXASSURE EXP 1,80302,$11.00 ,LABORATORY
44313415,TOXASSURE EXP 1,80307,$11.00 ,LABORATORY
4413416,TOXASSURE EXP 2,80334,$244.00 ,LABORATORY
44313416,TOXASSURE EXP 2,80334,$244.00 ,LABORATORY
44313422,TOXASSURE METHADONE,80358,$11.00 ,LABORATORY
4413423,TOXASSURE OPIATES,80361,$11.00 ,LABORATORY
44313423,TOXASSURE OPIATES,80361,$11.00 ,LABORATORY
4413414,TOXASSURE PAIN MGMT PROFILE,80307,$72.00 ,LABORATORY
44313414,TOXASSURE PAIN MGMT PROFILE,80307,$72.00 ,LABORATORY
4413421,TOXASSURE UR CREAT,82570,$16.00 ,LABORATORY
44313421,TOXASSURE UR CREAT,82570,$16.00 ,LABORATORY
4430559,TOXOPLASMA GONDII ABS IGG,86777,$55.00 ,LABORATORY
4430560,TOXOPLASMA GONDII ABS IGM,86778,$55.00 ,LABORATORY
4431416,TRAMADOL (ULTRAM) URINE,80307,$257.00 ,LABORATORY
4430273,TRANSFERRIN,84466,$54.00 ,LABORATORY
1300352,TRANSFUSION BLOOD 013,36430,"$1,426.00 ",LABORATORY
4431362,TRAZADONE (DESYREL)SERUM,80338,$244.00 ,LABORATORY
4430495,TREPONEMA PALLIDUM ABS (FTA-ABS),86780,$85.00 ,LABORATORY
4401066,TRH (THYROTROPIN RELEASING HORMONE),83519,$339.00 ,LABORATORY
4431584,TRICH VAG AMP PROBE,87661,$147.00 ,LABORATORY
4430938,TRICHINELLA SPIRALIS AB,86784,$367.00 ,LABORATORY
4450077,TRIGLYCERIDES,84478,$25.00 ,LABORATORY
4431537,TRILEPTAL (OXCARBAZEPINE),80183,$51.00 ,LABORATORY
4450066,TROPONIN T - hs,84484,$53.00 ,LABORATORY
4450067,TROPONIN T 1hr,84484,$53.00 ,LABORATORY
4450068,TROPONIN T 3hr,84484,$53.00 ,LABORATORY
4431385,TRYPSIN LEVEL,83519,$166.00 ,LABORATORY
4430649,TRYPTASE,83520,$216.00 ,LABORATORY
4450078,TSH,84443,$70.00 ,LABORATORY
4450086,TSH reflex FREE T4,84443,$70.00 ,LABORATORY
4431234,"TYROSINE QUANT, PLASMA",82131,$390.00 ,LABORATORY
4487632,UPPER RESP VIRAL PANEL PCR COMPUNET,87632,$394.00 ,LABORATORY
4406281,UR 24H 5-HIAA,83497,$63.00 ,LABORATORY
4431083,UR 24H ALDOSTERONE,82088,$262.00 ,LABORATORY
4407305,UR 24H CALCIUM,82340,$26.00 ,LABORATORY
4406125,"UR 24H CATECHOLAMINES,FRACTIONATED",82384,$104.00 ,LABORATORY
4430599,UR 24H CHLORIDE,82436,$74.00 ,LABORATORY
4406190,UR 24H CITRIC ACID,82507,$105.00 ,LABORATORY
4430514,UR 24H CORTISOL FREE,82530,$82.00 ,LABORATORY
4450113,UR 24H CREAT CLEARANCE,82575,$39.00 ,LABORATORY
4450112,UR 24H CREATININE,82570,$22.00 ,LABORATORY
4406191,UR 24H CYSTINE,82131,$101.00 ,LABORATORY
4402372,UR 24H GLUCOSE,82945,$35.00 ,LABORATORY
4430872,UR 24H HISTAMINE,83088,$565.00 ,LABORATORY
4431776,UR 24H MAGNESIUM,83735,$28.00 ,LABORATORY
4406422,UR 24H METANEPHRINE,83835,$81.00 ,LABORATORY
4402751,UR 24H MICROALBUMIN,82043,$25.00 ,LABORATORY
4408910,UR 24H OSMOLALITY,83935,$85.00 ,LABORATORY
4406489,UR 24H OXALATES,83945,$55.00 ,LABORATORY
4406497,UR 24H PHOSPHORUS,84105,$22.00 ,LABORATORY
4430416,UR 24H PORPHYRINS QUANT,84120,$56.00 ,LABORATORY
4403860,UR 24H POTASSIUM,84133,$20.00 ,LABORATORY
4484157,UR 24H PRO/CREAT RATIO LABCORP,84156,$47.00 ,LABORATORY
4450110,UR 24H PROTEIN,84156,$16.00 ,LABORATORY
4488157,UR 24H PROTEIN LABCORP,84156,$47.00 ,LABORATORY
4404156,UR 24H SODIUM,84300,$21.00 ,LABORATORY
4431175,UR 24H SULFATE,84392,$116.00 ,LABORATORY
4404758,UR 24H UREA NITROGEN,84540,$61.00 ,LABORATORY
4431222,UR 24H UREA NITROGEN CLEARANCE,84545,$105.00 ,LABORATORY
4406695,UR 24H URIC ACID,84560,$19.00 ,LABORATORY
4406729,UR 24H VMA,84585,$58.00 ,LABORATORY
4401289,UR 24H VOLUME,81050,$27.00 ,LABORATORY
4431084,UR ALUMINUM 24H OR RANDOM,82108,$309.00 ,LABORATORY
4431341,UR AMINO ACIDS QUANT,82139,$628.00 ,LABORATORY
4431342,UR AMINO ACIDS QUANT,82570,$628.00 ,LABORATORY
4430636,UR AMINOLEVULINIC ACID RANDOM,82135,$166.00 ,LABORATORY
4450099,UR AMYLASE,82150,$27.00 ,LABORATORY
4431904,UR BK QUANT PCR,87799,$507.00 ,LABORATORY
4430562,UR CALCIUM RANDOM,82340,$26.00 ,LABORATORY
4430521,UR CALCIUM/CREAT. RATIO,82340,$88.00 ,LABORATORY
4431309,UR CATECHOLAMINES FRACTIONATED,82384,$262.00 ,LABORATORY
4430166,UR CHLORIDE RANDOM,82436,$74.00 ,LABORATORY
4430953,UR COBALT,83018,$200.00 ,LABORATORY
4406174,UR COPPER RANDOM OR 24H,82525,$256.00 ,LABORATORY
4482570,UR CREAT EXPLD RATIO,82570,$54.00 ,LABORATORY
4488570,UR CREAT EXPLD RATIO-LABCORP,82570,$54.00 ,LABORATORY
4450111,UR CREATININE RANDOM,82570,$22.00 ,LABORATORY
4431270,UR DEOXYPYRIDINOLINE RANDOM,82523,$377.00 ,LABORATORY
4431271,UR DEOXYPYRIDINOLINE RANDOM,82570,$192.00 ,LABORATORY
4401271,UR DIPSTICK,81003,$9.00 ,LABORATORY
4431192,UR ETHANOL,80307,$126.00 ,LABORATORY
4401607,UR GLUCOSE RANDOM,82945,$35.00 ,LABORATORY
4431295,UR HEMOSIDERIN,83070,$122.00 ,LABORATORY
4430444,UR KAPPA LAMBDA LT CHN QUANT,83883,$51.00 ,LABORATORY
4431082,UR LEAD 24H OR RANDOM,83655,$201.00 ,LABORATORY
4430885,UR MAGNESIUM RANDOM,83735,$59.00 ,LABORATORY
4431080,UR MERCURY 24H OR RANDOM,83825,$295.00 ,LABORATORY
4406498,UR METANEPHRINES RANDOM,83835,$81.00 ,LABORATORY
4402746,UR MICROALB/CREAT RATIO RNDM,82043,$25.00 ,LABORATORY
4450094,UR MICROALBUMIN RANDOM,82043,$25.00 ,LABORATORY
4406471,UR MMA RANDOM OR 24HR,83921,$521.00 ,LABORATORY
4431768,UR MYOGLOBIN QUANTITATIVE,83874,$50.00 ,LABORATORY
4408907,UR OSMOLALITY,83935,$28.00 ,LABORATORY
4403858,UR PH,83986,$29.00 ,LABORATORY
4430677,UR PHOSPORUS Random,84105,$74.00 ,LABORATORY
4430516,UR PORPHOBILINOGEN RANDOM,84110,$32.00 ,LABORATORY
4431160,UR PORPHYRINS RANDOM,84120,$56.00 ,LABORATORY
4450101,UR POTASSIUM RANDOM,84133,$20.00 ,LABORATORY
4401008,UR PREGNANCY,81025,$35.00 ,LABORATORY
4484156,UR PRO/CREAT RATIO RANDOM LABCORP,84156,$47.00 ,LABORATORY
4489156,UR PRO/CREAT RATIO RNDM-LABCORP,84156,$47.00 ,LABORATORY
4488415,UR PRO/CREAT RATIO STAT-COMPUNET,84156,$47.00 ,LABORATORY
4450097,UR PROTEIN RANDOM,84156,$16.00 ,LABORATORY
4488156,UR PROTEIN RNDM-LABCORP,84156,$47.00 ,LABORATORY
4431241,UR REDUCING SUBSTANCES,81005,$85.00 ,LABORATORY
4450100,UR SODIUM RANDOM,84300,$21.00 ,LABORATORY
4401206,UR SPECIFIC GRAVITY,81003,$26.00 ,LABORATORY
4430840,UR THALLIUM,83018,$192.00 ,LABORATORY
4430987,UR UREA NITROGEN RANDOM,84540,$61.00 ,LABORATORY
4430386,UR URIC ACID RANDOM,84560,$19.00 ,LABORATORY
4431353,UR VMA RANDOM,84585,$139.00 ,LABORATORY
4431517,UR VOLATILES,80320,$69.00 ,LABORATORY
4450018,UREA NITROGEN SERUM,84520,$17.00 ,LABORATORY
4450079,URIC ACID,84550,$19.00 ,LABORATORY
4401273,URINALYSIS reflex CULTURE,81001,$14.00 ,LABORATORY
4440080,URINALYSIS with microscopy,81001,$14.00 ,LABORATORY
4406133,URINARY CALCULI,82365,$49.00 ,LABORATORY
4430340,URINE AMYLASE - LABCORP,82150,$147.00 ,LABORATORY
4400802,URINE MICROSCOPIC,81015,$12.00 ,LABORATORY
4430974,UROVYSION FISH,88120,"$1,303.00 ",LABORATORY
4450080,VALPROIC ACID,80164,$56.00 ,LABORATORY
4431406,VALPROIC ACID FREE & TOTAL,80164,$232.00 ,LABORATORY
4431407,VALPROIC ACID FREE & TOTAL,80165,$52.00 ,LABORATORY
44313406,VALPROIC ACID FREE & TOTAL,80164,$140.00 ,LABORATORY
44313407,VALPROIC ACID FREE & TOTAL,8016491,$140.00 ,LABORATORY
4450081,VANCOMYCIN PEAK,80202,$57.00 ,LABORATORY
4450082,VANCOMYCIN RANDOM,80202,$57.00 ,LABORATORY
4450083,VANCOMYCIN TROUGH,80202,$57.00 ,LABORATORY
4431867,VARICELLA ZOSTER ABS IGG,86787,$55.00 ,LABORATORY
4431868,VARICELLA ZOSTER ABS IGM,86787,$55.00 ,LABORATORY
4487798,VARICELLA ZOSTER VZV DNA PCR,87798,$144.00 ,LABORATORY
4431194,VASOACTIVE INTESTINAL POLYPEPTIDE (VIP),84586,$134.00 ,LABORATORY
4440330,VEG F SERUM,83520,$413.00 ,LABORATORY
4400300,VENIPUNCTURE,36415,$13.00 ,LABORATORY
4430297,VERIFY NOW ASPIRIN (COMPUNET),85576,$124.00 ,LABORATORY
4430298,VERIFY NOW PLAVIX (Compunet),85576,$93.00 ,LABORATORY
4431068,VERY LONG CHAIN FATTY ACID PROFILE,82726,$515.00 ,LABORATORY
4431158,VICODIN QUANT,80362,$201.00 ,LABORATORY
4430909,VIRAL RESPIRATORY SCREEN DFA,8725491,$102.00 ,LABORATORY
4430910,VIRAL RESPIRATORY SCREEN DFA,8725491,$102.00 ,LABORATORY
4430925,VIRAL RESPIRATORY SCREEN DFA,8725491,$102.00 ,LABORATORY
4430926,VIRAL RESPIRATORY SCREEN DFA,8725491,$102.00 ,LABORATORY
4430930,VIRAL RESPIRATORY SCREEN DFA,8725491,$102.00 ,LABORATORY
4430908,VIRAL RESPIRATORY SCREEN DFA -send out,87254,$102.00 ,LABORATORY
4430513,VISCOSITY SERUM,85810,$116.00 ,LABORATORY
4430440,VIT B12 UNSAT BIND CAP,82608,$127.00 ,LABORATORY
4430529,VITAMIN A SERUM,84590,$49.00 ,LABORATORY
4430726,VITAMIN B1 WHOLE BLOOD,84425,$90.00 ,LABORATORY
4450084,VITAMIN B12 (Serum),82607,$63.00 ,LABORATORY
4431290,VITAMIN B2 (RIBOFLAVIN),84252,$99.00 ,LABORATORY
4431302,VITAMIN B3 (NIACIN & METABOLITE),84591,$628.00 ,LABORATORY
4431495,VITAMIN B6,84207,$118.00 ,LABORATORY
4431425,VITAMIN B7 SERUM,84591,$284.00 ,LABORATORY
4431128,VITAMIN C,82180,$139.00 ,LABORATORY
4450085,VITAMIN D 25 HYDROXY,82306,$124.00 ,LABORATORY
4431413,VITAMIN D PANEL (D2 + D3),82306,$247.00 ,LABORATORY
4430396,"VITAMIN D1, 25 DIHYDROXY",82652,$162.00 ,LABORATORY
4431503,VITAMIN E,84446,$54.00 ,LABORATORY
4484597,VITAMIN K1 - Send Out,84597,$293.00 ,LABORATORY
4430477,VOLATILES BLOOD,80320,$116.00 ,LABORATORY
4431901,VOLTATE-GATED CA CHANNEL AB,83516,$253.00 ,LABORATORY
4485245,VON WILLEBRAND ACTIVITY,85245,$112.00 ,LABORATORY
4430986,VON WILLEBRAND MULTIMERS,85247,$764.00 ,LABORATORY
4430496,VON WILLEBRAND PROFILE,85246,$88.00 ,LABORATORY
4440293,WALNUT,8600391,$26.00 ,LABORATORY
4430923,WALNUT ALLERGEN,8600391,$51.00 ,LABORATORY
4401709,WBC,85048,$35.00 ,LABORATORY
4401808,WBC W/DIFF,85048,$13.00 ,LABORATORY
4413425,WELL NICOTINE QUAL,80307,$4.00 ,LABORATORY
4430354,WELLNESS BMP,80048,$30.00 ,LABORATORY
4430353,WELLNESS CBC AND DIFF,85027,$25.00 ,LABORATORY
4402749,WELLNESS CBC NO DIFF,85027,$27.00 ,LABORATORY
4430348,WELLNESS CHOLESTEROL,82465,$15.00 ,LABORATORY
4430350,WELLNESS GLUCOSE FASTING,82947,$15.00 ,LABORATORY
4431202,WELLNESS HEMOGLOBIN A1C,83036,$25.00 ,LABORATORY
