Description,CURRENT PRICE,,,
CATH DRNGE 8.5FR 25CM MCLC 6,$250.96,,,
CATH EKOS ENDO INF SYS 24CM,$620.62,,,
CATH EKOS MACH 4 106X18CM,$552.80,,,
CATH EKOS MACH 4 106X24CM,$552.80,,,
CATH EKOS MACH 4 106X40CM,$552.80,,,
CATH EKOS MACH 4 106X50CM,$552.80,,,
CATH EKOS MACH 4 135X50CM,$552.80,,,
CATH EMBOL 6FR FOGARTY,$786.72,,,
CATH EMBOL IRRIGATION 6F-10,$876.56,,,
CATH EMBOL THRU LUMEN 4FRX80CM,$786.72,,,
CATH EP 19 OR FEW ELECT,$149.14,,,
CATH EP 6F DEC 2/8MM 65CM CSL,$382.90,,,
CATH EXPORT ASPIRATION 6F 3CM,$786.72,,,
CATH EXPORT ASPIRATION 7FR,$786.72,,,
CATH EXTRACT PRONTO LP 4F,$786.72,,,
CATH EXTRACT PRONTO V4 5.5F,"$2,062.50",,,
CATH EXTREME BAL 8X80X80 PTA,$620.62,,,
CATH FLO CTO REC CROSSER RX S6,$876.56,,,
CATH FLO CTO RECN CROSSER 14P,$876.56,,,
CATH FLOWCARDIA STEWARD AT,$261.86,,,
CATH FLOWCARDIA STEWARD STS,$261.86,,,
CATH FLOWCARDIA USHER AT 7FR,$261.86,,,
CATH FLOWCARDIA USHER ST,$261.86,,,
CATH FLX BI DIR IRR ABL DR CUR,"$2,103.75",,,
CATH FLXMA REG DRN 14FRX35CM,$105.15,,,
CATH FOGARTY EMBOL 3FX1.00MM,$786.72,,,
CATH FOGARTY EMBOL 5.5FX1.83MM,$786.72,,,
CATH FOGARTY EMBOL 5FRX80CM,$786.72,,,
CATH FOGARTY LUMBAR 6FR,$786.72,,,
CATH FOUNTAIN 4F 135X20,$735.00,,,
CATH FOUNTAIN INF 4FR 135X20CM,$620.62,,,
CATH FOUNTAIN INF 4FR 135X30CM,$620.62,,,
CATH FOUNTAIN INF 4FR 135X50CM,$620.62,,,
CATH FRONTRUNNER MICROGD 140CM,$261.86,,,
CATH FRTRN CTO MICROGUIDE,$620.62,,,
CATH FRTRNR MICRO 90CM MCG3990,$261.86,,,
CATH FRTRNR XP CTO 6FR 140CM,$620.62,,,
CATH FRTRNR XP CTO 6FR 90CM,$261.86,,,
CATH GD 3.1FR 135CM QKCRS,$154.64,,,
CATH GD BLU YLW 100CM XB4 CRV,$160.00,,,
CATH GUIDE 5F 65CM COBRA,$412.50,,,
CATH GUIDE 5F 65CM SIM 1,$412.50,,,
CATH GUIDE 5F XP 100CM STRAIGH,$261.86,,,
CATH GUIDE 5FR AR 1,$261.86,,,
CATH GUIDE 5FR EBU,$261.86,,,
CATH GUIDE 5FR JR 4,$261.86,,,
CATH GUIDE 670-270-00,$261.86,,,
CATH GUIDE 6FR WILLIAMS,$261.86,,,
CATH GUIDE 6FRX100CM AL .75SH,$620.62,,,
CATH GUIDE 6FRX100CM XB3.0,$620.62,,,
CATH GUIDE 7F XB 3.5 CORDIS,$261.86,,,
CATH GUIDE COR 6FR.070XBRCA SH,$261.86,,,
CATH GUIDE EXT 6F GUIDELINER,$261.86,,,
CATH GUIDE EXT 7F GUIDELINER,$261.86,,,
CATH GUIDE LIMA 6FR 50CM,$261.86,,,
CATH GUIDE PTFE 7FRX55CM,$261.86,,,
CATH GUIDE RDC 6FR 50CM,$261.86,,,
CATH GUIDE TEMPO 4FJB2 100CM,$261.86,,,
CATH GUIDE TEMPO 5FX65CM BER,$261.86,,,
CATH GUIDE VISTA 6FX100CM JL4,$261.86,,,
CATH GUIDE XBRCA 67012600,$261.86,,,
CATH GUIDING 6FR 3.5X100CM,$261.86,,,
CATH GUIDING 6FR X 100CM XB4,$620.62,,,
CATH GUIDING 7FR 3.5,$261.86,,,
CATH HEARTR 6FR IKARI IL4.0,$261.86,,,
CATH HEMO DIALYSIS 23CM 14.5FR,$500.00,,,
CATH HEMO RELIANCE XK 19CM,$500.00,,,
CATH HEMO SHRT TERM PHRESIS,"$3,975.00",,,
CATH HEMODIAL 24CM STR EVNMR,$500.00,,,
CATH HEMODIAL 28CM STR EVNMR,$500.00,,,
CATH HEMODIAL 32CM STR EVNMR,$500.00,,,
CATH HEMODIALYSIS LONG-TERM,"$1,205.00",,,
CATH HEMODIALYSIS SHORT-TERM,$832.32,,,
CATH HICKMAN SL 9.6FR,$500.00,,,
CATH HOUDINI 5MM ANCHOR BAL,$620.62,,,
CATH HOUDINI 6MM ANCHOR BAL,$620.62,,,
CATH HOUDINI 7MM ANCHOR BAL,$620.62,,,
CATH HOUDINI 8MM ANCHOR BAL,$620.62,,,
CATH HSG 5.5FRX40CM,$53.00,,,
CATH IAB MEGA 7.5F 30CC APA,"$1,146.00",,,
CATH IAB MEGA 7.5F 40CC APA,"$1,146.00",,,
CATH IAB MEGA 8F 50CC APA,"$1,146.00",,,
CATH IAB MEGA30CC ARROW/MAQUET,"$1,103.00",,,
CATH IAB MEGA40CC ARROW/MAQUET,"$1,103.00",,,
CATH IAB MEGA50CC ARROW/MAQUET,"$1,103.00",,,
CATH IAB SENSA 7.5F 40CC APA,"$1,193.00",,,
CATH IAB SENSA 8F 50CC APA,"$1,193.00",,,
CATH ICE STJ VIEWFLEX VF-PM,"$6,000.00",,,
CATH INDIGO 8 XTORQ TIP 85CM,$261.86,,,
CATH INDW FOLEY 2WAY SILICONE,$17.43,,,
CATH INF UNIFUSE 5FRX135X30CM,$786.72,,,
CATH INFIN DIAG 5FRX100CM MPA,$261.86,,,
CATH INFIN DIAG IM 5FRX100CM,$261.86,,,
CATH INFINITI 5F AR1 MOD 100CM,$261.86,,,
CATH INFINITI 5F AR2 100CM,$261.86,,,
CATH INFNTI 6FRX100CM JL3.5,$261.86,,,
CATH INFNTI DIA BAL 6FRX100CM,$620.62,,,
CATH INFNTI DIAG 6FRX110CM,$261.86,,,
CATH INFNTI DIAG AL1 5FRX100CM,$261.86,,,
CATH INFNTI DIAG AL3 5FRX100CM,$261.86,,,
CATH INFNTI DIAG JL4 6FRX100CM,$261.86,,,
CATH INFNTI DIAG JL5 5FRX100CM,$261.86,,,
CATH INFNTI DIAG JR4 6FRX100CM,$261.86,,,
CATH INFUS 100CM 5FR 20CM,$552.80,,,
CATH INFUS 5FR 50X135CM,$786.72,,,
CATH INFUSE UNI-FUSE 4F X 135C,$786.72,,,
CATH INFUSE UNIFUSE 5F 30X135,$786.72,,,
CATH INFUSION 3.8F 120CM,"$4,275.00",,,
CATH INFUSION 5MMX15CM,$786.72,,,
CATH INFUSION 90CM,$786.72,,,
CATH INQ AFOCUS II DL 7F,"$2,103.75",,,
CATH INRO.SHEATH 6.0FR X 23 CM,$324.00,,,
CATH INTRAVAS ULTRASOUND,"$1,088.40",,,
CATH INTRNL 5FR 1.12MMX.044IN,$261.86,,,
CATH INTRO SET 6.0 FX11 CM,$229.67,,,
CATH IVUS EAGLE EYE PLATINUM,"$4,500.00",,,
CATH IVUS VISIONS PV.035,"$4,500.00",,,
CATH IVUS VOL VISIONS PV 8.2,"$4,500.00",,,
CATH JACKY PADIAL 6FRX11,$97.00,,,
CATH JCURVE RC3 5FX65,$261.86,,,
CATH JETSTREAM NAV LRG PV41340,"$3,150.00",,,
CATH JOSEPHSON AUTO ID QUAD,$382.90,,,
CATH KIT PLEURX PERITONEAL,$105.15,,,
CATH KIT PLEURX PLURL 50-7000B,$105.15,,,
CATH KMP 5.0X0.38 X65CM,$38.00,,,
CATH LAB KIT,$246.00,,,
CATH LASER ABL OTW 0.9MMX150CM,"$6,200.00",,,
CATH LASER ABL OTW 2.0MMX150CM,"$6,200.00",,,
CATH MAHUKAR DUAL LUMEN CVD,$105.15,,,
CATH MERIT IM 4FR 65CM,$36.00,,,
CATH MICRO 2.8FRX110CM,$620.62,,,
CATH MICRO 2.8FRX130CMX.021IN,$710.00,,,
CATH MICRO KIT HI-FL RENEGADE,$786.72,,,
CATH MICRO LANTRN 115CM 45 TIP,$261.86,,,
CATH MICRO LANTRN 150CM 45 TIP,$261.86,,,
CATH MP 6FRX100CM 5.8CM .054IN,$261.86,,,
CATH MULITPURPOSE 6FR GUIDE,$261.86,,,
CATH MULTI PURPOSE DRAIN 8.5FR,$105.15,,,
CATH MULTI-PURPOSE 5FR 65CM,$98.79,,,
CATH NAV 7F DECA 11P 2.4X282MM,"$7,500.00",,,
CATH NAV ECO 7F PENTAR F 2-6-2,"$7,500.00",,,
CATH NAV LASSO 2515 22P S HNDL,"$7,500.00",,,
CATH NAV PENTAR 7FR D  2-6-2,"$7,500.00",,,
CATH NAV THMCL SMRT BI D-F C3,"$7,500.00",,,
CATH NAV THMCL SMRT TC D C3,"$7,500.00",,,
CATH NAV THMCL SMRT TC F C3,"$7,500.00",,,
CATH NAVICROSS .35X135 ANGLE,$603.00,,,
CATH NAVICROSS .35X135 ST,$325.00,,,
CATH NEPHROSTOMY 16FR,$105.15,,,
CATH NEPHROSTOMY FLEX 10F,$105.15,,,
CATH NEPHSTMY FLXIMA 10FRX25CM,$105.15,,,
CATH NIAGARA SLIM 24CM DIALYS,"$3,975.00",,,
CATH NPHRSTMY FLEXIMA 8FRX25CM,$105.15,,,
CATH OCCL BAL 7FR 33MMX65CM BS,$876.56,,,
CATH OCCL BALN SILCN 5FR 30CM,$876.56,,,
CATH OF UMBILICAL VEIN FOR DX,$54.67,,,
CATH OMNI 5FRX80CMX 0.38IN LF,$620.62,,,
CATH OPTI 5FR JACKY 110CM,$261.86,,,
CATH OPTI 5FR SARAH 110CM,$261.86,,,
CATH OPTI 5FR TIG 4.0 110CM,$261.86,,,
CATH OPTI 5FR TIG 4.5 110CM,$261.86,,,
CATH OTW BALLN 3FRX80CM,$876.56,,,
CATH OUTBACK LTD REENTRY,$620.62,,,
CATH OVER WIRE 5F PLUS,$620.62,,,
CATH PACK,$127.32,,,
CATH PALINDROME 19CM SP W/VT,$500.00,,,
CATH PALINDROME 23CM SP W/VT,$500.00,,,
CATH PALINDROME 28CM SP W/VT,$500.00,,,
CATH PALINDROME 33CM SP W/VT,$500.00,,,
CATH PALINDROME DIALY 19X36MM,$500.00,,,
CATH PALINDROME KIT 4.5FX28C,$500.00,,,
CATH PERIPH 6FRX145CM SS-CL,"$43,875.00",,,
CATH PERIPHERAL STRL 100CM,$139.00,,,
CATH PERMA PALINDROME 40CM,$500.00,,,
CATH PIC PWR 6FR TRIPLE LUMEM,$552.80,,,
CATH PICC DL 5FR 3265155,$552.80,,,
CATH PICC POWER DL 5 FR,$552.80,,,
CATH PIGTAIL 5FRX110MM 532598B,$261.86,,,
CATH POWERPORT SLIM W/6FR,$388.66,,,
CATH POWERPORT TI SLIM 6FR,$388.66,,,
CATH PROFILR BAL 8X4X40MM 5FR,$620.62,,,
CATH PROFILR BALLOON 4X2X40MM,$620.62,,,
CATH PROFILR BALLOON 4X4X40MM,$620.62,,,
CATH PROFILR BALLOON 5X2X40MM,$620.62,,,
CATH PROG 5FRX100CMX.038IN PRC,$261.86,,,
CATH PROGRATE 2.8FR 150CM,$261.86,,,
CATH PRONTO V4 EXTRAC 5.5F,"$2,062.50",,,
CATH PTA BAL 7MMX12CMX135CM,$620.62,,,
CATH PTA BALLOON 4X120X130CM,$620.62,,,
CATH PTA DILAT 5.0X200MM .018,$620.62,,,
CATH PTA DORADO 8MMX4CMX 35CM,$620.62,,,
CATH PTA DORADO 9MMX4CMX135CM,$620.62,,,
CATH PWR PIC 4FR SNGL LUMEM,$552.80,,,
CATH QK CRS EXTR 518-090,$261.86,,,
CATH QK CRS EXTR 518-88,$261.86,,,
CATH QK CRS SLCT 518-089,$261.86,,,
CATH QUICKCROSS .018INX135CM,$261.86,,,
CATH QUICKCROSS .018INX150CM,$261.86,,,
CATH QUICKCROSS .018INX90CM,$261.86,,,
CATH QUICKCROSS .018X90CM,"$1,253.00",,,
CATH QUICKCROSS .035INX135CM,$261.86,,,
CATH QUICK-CROSS .035INX135CM,$261.86,,,
CATH QUICKCROSS .035INX150CM,$261.86,,,
CATH QUICKCROSS .035INX90CM,$154.64,,,
CATH QUICKCROSS .035X90CM,"$1,253.00",,,
CATH QUICKCROSS 0.014INX150CM,$261.86,,,
CATH QUICK-CRS 5F .018X135 SUP,$261.86,,,
CATH RADIAL TIGER 6F 4.0 100CM,$261.86,,,
CATH RAPIDCROSS 2X20X170,$620.62,,,
CATH RELIANT ANEURX BALN R46,$620.62,,,
CATH RENEGADE HI-FLO 135CMX10C,$620.62,,,
CATH RENEGADE MICRO 18-13,$786.72,,,
CATH RT 6FRX100CM.054IN 1.37MM,$261.86,,,
CATH SCUR SLFADH STAYFX L,$53.00,,,
CATH SEEKER .035 X 65CM,$620.62,,,
CATH SEEKER CRSSNG .018 135CM,$620.62,,,
CATH SEPARATOR 5,$786.72,,,
CATH SET DRAINAGE 16FR,$105.15,,,
CATH SET MULTI-LUMEN 7FRX20CM,$552.80,,,
CATH SFT WB 6FR 100CM AL 0.75,$261.86,,,
CATH SIDEKICK ANGL TAPER 110CM,$261.86,,,
CATH SIDEKICK STRT TAPER 110CM,"$2,527.20",,,
CATH SIDEWINDER 5FRX65CM,$261.86,,,
CATH SKATER DRAINAGE 12FRX25CM,$105.15,,,
CATH SKATER DRAINAGE 14FRX25CM,$105.15,,,
CATH SKATER DRNGE 10FRX25CM,$105.15,,,
CATH SKR CRSSNG  .035 90-150CM,$620.62,,,
CATH SKR CRSSNG .014 135-150CM,$620.62,,,
CATH SL 4FRX.038INX100CM MPA,$261.86,,,
CATH SL 4FRX.038INX100CM SIM1,$261.86,,,
CATH SL 4FRX.038INX100CM SIM2,$261.86,,,
CATH SL 4FRX.038INX100CM STRT,$261.86,,,
CATH SL 4FRX.038INX100CM VERT,$261.86,,,
CATH SL 4FRX.038INX40CM KUMPE,$23.00,,,
CATH SL 4FRX.038INX65CM C2,$261.86,,,
CATH SL 4FRX.038INX65CM STRT,$261.86,,,
CATH SL 5FR .038INX80CM VS,$261.86,,,
CATH SL 5FR .038INX80CM VS1,$261.86,,,
CATH SL 5FR .038X100CM VERT,$261.86,,,
CATH SL 5FR .038X125CM VTK,$261.86,,,
CATH SL 5FR 65CMX.038IN C1,$261.86,,,
CATH SL 5FRX.038INX100CM MPA,$261.86,,,
CATH SL 5FRX.038INX100CM SIM1,$261.86,,,
CATH SL 5FRX.038INX100CM STRT,$261.86,,,
CATH SL 5FRX.038INX65CM C2,$261.86,,,
CATH SL 5FRX.038INX80CM SIM2,$261.86,,,
CATH SL 5FRX.038INX80CM VS2,$261.86,,,
CATH SMART PORT 6.6FR LOW PROF,$388.66,,,
CATH SNGL POWER 5FR,$552.80,,,
CATH SOFT TIP 6FRX100CM AR 1,$261.86,,,
CATH SOFT TIP 6FRX100CM JL3.5,$261.86,,,
CATH SOFT-VU 4FX65CM X .035,$261.86,,,
CATH SOFT-VU 5FRX80CMX .038IN,$620.62,,,
CATH SOFT-VU 5FRX80MX.35IN,$261.86,,,
CATH SOFT-VU OM-FLUSH 5FX65CM,$620.62,,,
CATH SOFT-VU RENAL 4FRX65MM,$620.62,,,
CATH SOFT-VU RIM 5F X 65CM,$620.62,,,
CATH SOFT-VU ST FLUSH 5FX65CM,$620.62,,,
CATH SOS OMNI SELECT 2 5FR/80,$261.86,,,
CATH ST DIAG MPA2 6FRX100CM,$261.86,,,
CATH ST MB FLUSH 5FR .038 65CM,$261.86,,,
CATH ST MULTIPUR MPB2 6FR,$261.86,,,
CATH STEER ELECTRODE DYN XT,"$2,103.75",,,
CATH STIFF PERIPHERL STR 125CM,$120.00,,,
CATH STRLG OTW 4X100MMX135CM,$620.62,,,
CATH STRLG OTW 4X100MMX80CM,$620.62,,,
CATH STRLG OTW 4X20MMX80CM,$620.62,,,
CATH STRLG OTW 4X40MMX135CM,$620.62,,,
CATH STRLG OTW 5X100MMX135CM,$620.62,,,
CATH STRLG OTW 6X100MMX135CM,$620.62,,,
CATH STRLG OTW 7X20MMX80CM,$620.62,,,
CATH SUB PLUS 2.0X120MM 90CM,$620.62,,,
CATH SUB PLUS 2.0X60MM 90CM,$620.62,,,
CATH SUB PLUS 2.5X120MM 90CM,$620.62,,,
CATH SUB PLUS 2.5X20MM 90CM,$620.62,,,
CATH SUB PLUS 2.5X40MM 90CM,$620.62,,,
CATH SUB PLUS 2.5X80MM 130CM,$620.62,,,
CATH SUB PLUS 3.0X80MM 90CM,$620.62,,,
CATH SUB PLUS 3.5X60MM 90CM,$620.62,,,
CATH SUB PLUS 4.5X40MM 90CM,$620.62,,,
CATH SUB PLUS 5.0X120MM 90CM,$620.62,,,
CATH SUB PLUS 5.0X20MM 130CM,$620.62,,,
CATH SUB PLUS 5.0X60MM 130CM,$620.62,,,
CATH SUB PLUS 5.5X40MM 90CM,$620.62,,,
CATH SUB PLUS 6.0X40MM 130CM,$620.62,,,
CATH SUB PLUS 6.0X60MM 130CM,$620.62,,,
CATH SUB PLUS 6.0X80MM 130CM,$620.62,,,
CATH SUB PLUS 7.0X40MM 130CM,$620.62,,,
CATH SUPPORT USHER 30CM,"$43,875.00",,,
CATH SUPPORT USHER AGL 83CM,"$43,875.00",,,
CATH SUPPORT USHER STR 83CM,"$43,875.00",,,
CATH SUPRAPUBIC/CYSTOSCOPIC,"$1,336.40",,,
CATH SV SA 4FX65CM .035 NB PG,$261.86,,,
CATH SW2 4FRX65CM 11714031,$261.86,,,
CATH SWAN 7FR THROMBOSHIELD,$620.62,,,
CATH SWAN GANZ 5FR HEP COAT,$184.00,,,
CATH SWANGANZ 7FR 4LUMEN,$254.00,,,
CATH TEMPO 5F UF 65CM 5SH,$261.86,,,
CATH TEMPO 5FX100CM BER GUIDE,$261.86,,,
CATH TEMPO SLCTV 5FR.038 100CM,$261.86,,,
CATH THERMO SF CARTO 3 D-F TC,"$7,500.00",,,
CATH THROM 5FR DIA 140CML ANG,$786.72,,,
CATH THROM ASP 6 FRX150CM,$261.86,,,
CATH THROMB 9X65MM,$786.72,,,
CATH THROMB SLN DISTA SET,$786.72,,,
CATH THROMB SOL OMNI 6F 120CM,$786.72,,,
CATH THROMB SOL PROXI 6F 90CM,$786.72,,,
CATH THROMBC AVX 6FRX50CM SET,$786.72,,,
CATH THROMBC DVX 6FRX90CM SET,$786.72,,,
CATH THROMBC XVG 5FRX135CM SET,$786.72,,,
CATH THROMBECTMY 6FR TRERETOLA,$786.72,,,
CATH TRQ KMP 5FX40CM .038 TIP,$41.03,,,
CATH TUN DIAL DURAFLOW 28CM,$500.00,,,
CATH TUN DIAL DURAFLOW 32CM,$500.00,,,
CATH TUNNELED DIALYSIS 23-28CM,"$3,975.00",,,
CATH TURBOHAWK 8F 104CM LS-M,"$43,875.00",,,
CATH TWIN PASS DUAL ACCESS,"$1,300.00",,,
CATH ULT 035 PTA 12X40MMX75CM,$620.62,,,
CATH ULT 035 PTA 4X20MMX75CM,$620.62,,,
CATH ULT 035 PTA 4X40MMX75CM,$620.62,,,
CATH ULT 035 PTA 5X20MMX75CM,$620.62,,,
CATH ULT 035 PTA 5X40MMX75CM,$620.62,,,
CATH ULT 035 PTA 6X200MMX130CM,$620.62,,,
CATH ULT 035 PTA 6X20MMX75CM,$620.62,,,
CATH ULT 035 PTA 6X300MMX130CM,$620.62,,,
CATH ULT 035 PTA 7X60MMX130CM,$620.62,,,
CATH ULT 035 PTA 7X60MMX75CM,$620.62,,,
CATH ULT 035 PTA 8X40MMX75CM,$620.62,,,
CATH ULT 035 PTA 8X60MMX75CM,$620.62,,,
CATH ULT 035 PTA 9X40MMX75CM,$620.62,,,
CATH ULT THN 5FRX4MMX2X75CM,$620.62,,,
CATH ULT THN 5FRX4MMX4X75CM,$620.62,,,
CATH ULT THN 5FRX6MMX2X75CM,$620.62,,,
CATH ULTIMATE 2 5FRX110CM,$87.00,,,
CATH ULT-THN 5FRX6MMX4CMX75CM,$620.62,,,
CATH UNIV PIGTAIL 5FR DRAINAGE,$261.86,,,
CATH UNIV PIGTAIL 8FR DRAINAGE,$105.15,,,
CATH URIN FOLEY 8FR 3CC,$113.64,,,
CATH US 20MHZ 3.3-2.9FR 20MM,"$3,000.00",,,
CATH USHER STR TIP 130CM,"$43,875.00",,,
CATH VIATRAC 14 4X20MM 135CM,$620.62,,,
CATH VIATRAC 14 5X15MMX135CM,$620.62,,,
CATH VIATRAC 14 5X20MMX135CM,$620.62,,,
CATH VIATRAC 14 6X20MM 135CM,$620.62,,,
CATH VIATRAC 14 7X20MM 135CM,$620.62,,,
CATH VIATRAC 7X20MM,$821.00,,,
CATH VIKING 5FRX115CM JO CURVE,$382.90,,,
CATH VISIONS PV US IMAG 6FR,"$4,500.00",,,
CATH VSCRL 4.1FRX65CMX .035 C2,$261.86,,,
CATH W/INSRTN KIT 7.5FR INTRA,$620.62,,,
CATH WEBSTER CS D CURVE,$382.90,,,
CATH XPEED THROMBECTOMY 6X120,$786.72,,,
CATH XXL 5.8 FRX75CM 14MMX6CM,$620.62,,,
CATH XXLG 18.4X5.8X120,$620.62,,,
CATH XXLG 18.4X5.8X120 14-558,$620.62,,,
"CATH, BIPOLAR PACING 5FR",$163.00,,,
CATH. BLAZER II HDT 7F/4MM,"$4,250.00",,,
CATH.BLAZER II HDT 7F/4MM/STND,"$4,250.00",,,
CATHE CV 12FR 15CM CRV XTN LEG,$246.96,,,
CATHETER  BALLOON LP14G 6.0,$620.62,,,
CATHETER 10CM 20GA IV POWERGLI,$508.00,,,
CATHETER 19-31CM DIALYSIS CATH,"$1,240.00",,,
CATHETER 27CM RELIANCE XK,$500.00,,,
CATHETER 5.0FR 80CM,$261.86,,,
CATHETER 50CM  DIALYSIS CATH,"$1,314.40",,,
CATHETER 5FR 100CM BER II,$37.00,,,
CATHETER 5FR 40CM BER II,$37.00,,,
CATHETER 5FR 65CM BER II,$37.00,,,
CATHETER 6FR IM MERIT 7511-13,$261.86,,,
CATHETER 6FR JL4 MERIT,$261.86,,,
CATHETER 7FR ARGON THEMO SWAN,$120.00,,,
CATHETER 7FR EBU 3.5 GUIDE,$261.86,,,
CATHETER 7FR L 110CM MONITORNG,$620.62,,,
CATHETER AL1 6FRX100CM,$261.86,,,
CATHETER ANGIO 150CM SUP RADPQ,$866.40,,,
CATHETER ANGIO 4FR 65CM,$202.60,,,
CATHETER ANGIO DAV 5FR,$104.00,,,
CATHETER ANGIO WMS CRV 6FR,$30.40,,,
CATHETER ANGLE TIP,$261.86,,,
CATHETER ASPIRATION,$292.28,,,
CATHETER ATHRCM 10MM,"$3,150.00",,,
CATHETER BALLN DIL .035IN LOPR,$320.00,,,
CATHETER BALLN DIL 12MM 75CM 2,$788.00,,,
CATHETER BALLN DIL 8FR 18MM,$620.62,,,
CATHETER BALLN DIL ULT LOPRFL,$380.00,,,
CATHETER BALLOON LP 14G 2.5,$620.62,,,
CATHETER BALLOON LP14G 90CM,$620.62,,,
CATHETER BILIARY DRAIN 8.5,$105.15,,,
CATHETER C2  5FX80CM,$620.62,,,
CATHETER CAVA SIZING 5FR 90CM,$105.15,,,
CATHETER CB2 5FRX65CM MARINER,$261.86,,,
CATHETER CORDIS A-1 6FR 100CM,$261.86,,,
CATHETER CORDIS IM 6FR 55CM,$95.00,,,
CATHETER COUNCIL 16FR,$45.52,,,
CATHETER COUNCIL 18FR,$41.32,,,
CATHETER CTO TRUEPATH DEVICE,$876.56,,,
CATHETER CV 15FR IN NEXTSTEP,$620.62,,,
CATHETER CXI-2.6-18-65-P-NS-0,$261.86,,,
CATHETER DIAGNOSTIC 5FR JL3,$261.86,,,
CATHETER DIALYSIS 28CM TUNELED,"$2,400.00",,,
CATHETER DRAIN MP 10.2FR,$105.15,,,
CATHETER DRAINAGE UNIV 8FR,$105.15,,,
CATHETER DRN 10.2FR 40CM MCLC,$265.24,,,
CATHETER DRN 5FR 10CM 1STP 4 H,$56.44,,,
CATHETER DRN 5FR 7CM 1STP CENT,$56.44,,,
CATHETER DRNGE 25CM 12FR MCLC,$250.96,,,
CATHETER DRNGE 25CM 14FR MCLC,$250.96,,,
CATHETER DRNGE 35CM 12FR FLXM,$105.15,,,
CATHETER DRNGE 40CM 10.2FR,$265.24,,,
CATHETER DRNGE 40CM 8.5FR MCLC,$265.24,,,
CATHETER EMBELECTOMY 4FR 40CM,$170.00,,,
CATHETER EMBO W/ 3CCSYR 5FR,$786.72,,,
CATHETER EMBOLECTOMY 5FR,$786.72,,,
CATHETER FLUSH 4FR 65CM,$261.86,,,
CATHETER FRONTRUNNER,"$6,104.00",,,
CATHETER GD 100CM 8FR .09IN LN,$261.86,,,
CATHETER GD 130CM 3-2.4FR 021,$261.86,,,
CATHETER GLIDE 5FR 100CM SIM 1,$261.86,,,
CATHETER GLIDE 5FR 100CM SIM 2,$261.86,,,
CATHETER GLIDE 5FR 65CM COBR2,$261.86,,,
CATHETER GLIDE 5FR ANGL 100CM,$261.86,,,
CATHETER GUIDE 7FR 55CM IM,$261.86,,,
CATHETER GUIDE 7FR 55CM RDC(1),$261.86,,,
CATHETER GUIDING,$259.42,,,
CATHETER HEMOS 14.5F STR 27CM,$500.00,,,
CATHETER HMDIAL 14.5FR 28CM,$552.80,,,
CATHETER HMDIAL 14.5FR 28CM GL,"$1,180.00",,,
CATHETER HMDIAL 14.5FR 32CM,$552.80,,,
CATHETER ICE SOUNDSTAR 10F GE,"$6,000.00",,,
CATHETER IMPELLA CP 0048-003,"$62,500.00",,,
CATHETER IMPRESS 4F STS 100CM,$786.72,,,
CATHETER IMPRESS 5F STS 65CM,$786.72,,,
CATHETER INFS .025IN MIC BERN,$261.86,,,
CATHETER INFS CRGG-MCNAM CRGG,$560.00,,,
CATHETER JETSTREAM G3,"$3,150.00",,,
CATHETER KIT,$699.38,,,
CATHETER KUMPE 4FR 40CM,$261.86,,,
CATHETER KUMPE 4FR 65CM,$261.86,,,
CATHETER MICRO 130CM DIREX HF,$261.86,,,
CATHETER MICRO 130CM DIREXION,$261.86,,,
CATHETER NPHSTM 50CM 12FR .038,$105.15,,,
CATHETER OCCLUSION,"$1,826.56",,,
CATHETER OMNI 5FR .035X80CM,$29.00,,,
CATHETER OUTBACK LTD,"$11,856.00",,,
CATHETER PARACENTESIS 5F-10T,$154.64,,,
CATHETER PIGTAIL 6 FR LANGSTON,$261.86,,,
CATHETER PIGTAIL 7.0,$105.15,,,
CATHETER PIGTAIL SIZING 5FRX70,$261.86,,,
CATHETER PXSLIM LANT MICR135CM,$261.86,,,
CATHETER QUICK CROSS,$620.62,,,
CATHETER RAPIDCROSS 2X40X170,$620.62,,,
CATHETER RAPIDCROSS 4X40X170,$620.62,,,
CATHETER RELIANCE XK 23CM,$500.00,,,
CATHETER SDEWNDR ST1 4FR X65CM,$261.86,,,
CATHETER SHEATH,$112.00,,,
CATHETER SINGLE PICC 5FR,$552.80,,,
CATHETER SOFT VU C2 5FRX65CM,$261.86,,,
CATHETER SOFT VU H1 5FX100CM,$261.86,,,
CATHETER SOS OMNI SOFT-VU,$122.00,,,
CATHETER SUPP 135CM 3.2FR .052,$696.00,,,
CATHETER TEMPO FLUSH 4FR 65CM,$261.86,,,
CATHETER TEMPO RIM 5F 65CM,$261.86,,,
CATHETER TUNNED DIALYSIS,$552.80,,,
CATHETER URETERAL,$79.68,,,
CATHETER VCF,$105.15,,,
CATHETER VERT 5FX100,$261.86,,,
CATHETER VIABAHN 8MMX39MM,$625.00,,,
CATHETER VISCERAL COOK,$123.00,,,
"CATHETER,6FR PVO .018","$4,500.00",,,
CATHETERS ABD USCI,$101.00,,,
CATHETERS CEREBRAL COOK,$134.00,,,
CATHGLD ANG TIP 4FRX65CM ANGIO,$261.86,,,
CATHTER STRLG MR 4X20MMX80CM,$725.00,,,
CBS 16MM SCREW 2.3-16,$21.95,,,
CBT 1ST HOUR,$359.27,,,
CBT EACH ADDL HOUR,$206.29,,,
